what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1295346581120
started,bundle,ecobertura.core,0.9.8.201007202152,"ecobertura.core",1295346581120
started,bundle,ecobertura.ui,0.9.8.201007202152,"ecobertura.ui",1295346581121
started,bundle,net.sf.eclipsecs.core,5.3.0.201012121300,"net.sf.eclipsecs.core",1295346581121
started,bundle,net.sf.eclipsecs.ui,5.3.0.201012121300,"net.sf.eclipsecs.ui",1295346581122
os,sysinfo,,,"linux",1295346581126
arch,sysinfo,,,"x86",1295346581126
ws,sysinfo,,,"gtk",1295346581126
locale,sysinfo,,,"en_US",1295346581126
processors,sysinfo,,,"2",1295346581126
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1295346581126
java.runtime.version,sysinfo,,,"1.6.0_22-b04",1295346581126
java.specification.name,sysinfo,,,"Java Platform API Specification",1295346581126
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1295346581126
java.specification.version,sysinfo,,,"1.6",1295346581126
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1295346581126
java.version,sysinfo,,,"1.6.0_22",1295346581126
java.vm.info,sysinfo,,,"mixed mode, sharing",1295346581126
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1295346581126
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1295346581126
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1295346581126
java.vm.specification.version,sysinfo,,,"1.0",1295346581126
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1295346581126
java.vm.version,sysinfo,,,"17.1-b03",1295346581126
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295346588879
